Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
29298,1166.36,Alfred Paper Boy says he got a girl's number and falls backward on the couch.,Alfred Paper Boy frames his awkward encounter as a success.,Alfred Paper Boy,no,I did get this girl's number though.,Alfred Paper Boy,indoor,Alfred Paper Boy's house,Getting Too Hot
29370,1169.24,Darius laughs and puts the nerf gun down on the messy table.,,Darius,no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29408,1170.76,"Darius picks up a black hat from the table and puts it on his head, and responds.",Darius is trying to raise Alfred Paper Boy's spirits.,Darius,no,I know you did.,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
29449,1172.4,"Darius stands up with the hat on, walks over to Alfred Paper Boy, and continues talking.",Darius is trying to raise Alfred Paper Boy's spirits.,Darius,no,Cause you? You got that juice.,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
29539,1176.0,"Darius fist-bumps Alfred Paper Boy. Suddenly, they hear a knock at the door. Alfred Paper Boy looks toward it.",Alfred Paper Boy is feeling better about himself.,"Alfred Paper Boy, Darius",no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29623,1179.36,"Darius looks toward the door, then back at Alfred Paper Boy.",Darius looks surprised and worried.,Darius,no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29697,1182.32,"Alfred Paper Boy looks toward the door, then back at Darius.",Alfred Paper Boy also looks surprised and worried.,"Alfred Paper Boy, Darius",no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29769,1185.2,Darius walks over to the door to answer it. Alfred Paper Boy starts to get up from the couch.,Alfred Paper Boy and Darius are suspicious of the knock on the door.,"Alfred Paper Boy, Darius",no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
29921,1191.28,Darius opens the door. A black man wearing a Batman mask and grey sweatshirt is standing outside. The man says nothing.,,Masked Man,no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
30030,1195.64,The man removes his Batman mask and asks if it is Paper Boy's house. He looks through the doorway.,,Masked Man,no,Paper Boy live here?,Masked Man,indoor,Alfred Paper Boy's house,Getting Too Hot
30126,1199.48,Darius looks around for a moment then slowly answers.,Darius is confused and hesitant.,Darius,no,Yeah.,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
30211,1202.88,"the man with the Batman mask says nothing for a moment, then responds.",,Masked Man,no,Okay.,Masked Man,indoor,Alfred Paper Boy's house,Getting Too Hot
30292,1206.12,The mysterious man suddenly pulls the mask down over his face and runs away.,,"Masked Man, Darius",no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
30384,1209.8,The masked man runs off across the street. Alfred Paper Boy slowly walks up to the door.,,"Masked Man, Darius, Alfred Paper Boy",no,,,indoor,Alfred Paper Boy's house,Getting Too Hot
30462,1212.92,Darius turns to Alfred Paper Boy and tells him he is too popular. Both watch the masked man run away.,"Darius is oblivious to the danger of the situation, and assumes the man was a fan.","Darius, Alfred Paper Boy, Masked Man",no,You too hot.,Darius,indoor,Alfred Paper Boy's house,Getting Too Hot
30620,1216.52,"Earn sits in the jail waiting room, staring.",,Earn,no,,,indoor,Jail waiting room,Earn is Released
30652,1217.8,Officer Jones tells the inmates they are going upstairs.,"Earn is losing hope, having not been released from jail yet.",Earn,no,"Alright, let's go everybody. We're heading upstairs.",Officer Jones,indoor,Jail waiting room,Earn is Released
30711,1220.16,"Mike, who begged to go upstairs earlier, thanks Officer Jones. Earn does not react or move.","Earn is losing hope, having not been released from jail yet.",Earn,no,"Man, thank you!",Mike,indoor,Jail waiting room,Earn is Released
30756,1221.96,"Suddenly, the intercom buzzes and a voice calls out Earn's name.",,Earn,no,E. Marks!,Intercom,indoor,Jail waiting room,Earn is Released
30813,1224.24,Earn's eyes suddenly widen and he perks up.,Earn cannot believe he is finally being released.,Earn,no,,,indoor,Jail waiting room,Earn is Released
30865,1226.32,"Earn sits up, announces himself, and looks around.",Earn cannot believe he is finally being released.,"Earn, Buck, Grady, Inmates",no,I'm him.,Earn,indoor,Jail waiting room,Earn is Released
30968,1230.44,Earn stands up and staggers off. The other inmates remain sitting in their chairs.,Earn cannot believe he is finally being released.,"Earn, Buck, Grady, Inmates",no,,,indoor,Jail waiting room,Earn is Released
31104,1235.88,Earn walks out the front door as a female officer walks in past him. He walks toward a car parked in the parking lot.,,Earn,no,,,outdoor,Jail parking lot,Earn is Released
31216,1240.36,"Earn walks over to Van's car, past a man sitting on a bench, smoking a cigarette. Earn is holding his plastic bag of possessions.",,Earn,no,,,outdoor,Jail parking lot,Earn is Released
31292,1243.4,Van sits silently in the car while Earn walks up to the passenger door.,Van is angry and upset with Earn.,"Van, Earn",no,,,outdoor,Jail parking lot,Earn is Released
31389,1247.28,"Earn tries to open the car door, but it is locked. Van sits with her eyes closed.",,"Van, Earn",no,,,outdoor,Jail parking lot,Earn is Released
31437,1249.2,Earn taps on the window and points at the door lock. Van turns and looks at him.,Van is angry and upset with Earn.,"Earn, Van",no,,,outdoor,Jail parking lot,Earn is Released
31504,1251.88,Van silently unlocks the door and Earn opens it.,Van is angry and upset with Earn.,"Earn, Van",no,,,outdoor,Jail parking lot,Earn is Released
31611,1256.16,Earn gets in the car and closes the door. Van says nothing.,Van is upset and angry with Earn.,"Earn, Van",no,,,outdoor,Jail parking lot,Earn is Released
31708,1260.04,Earn thanks Van for posting his bail. Van says nothing.,Van is upset and angry with Earn. Earn is ashamed and embarrassed.,"Earn, Van",no,Thanks for bailing me out.,Earn,outdoor,Jail parking lot,Earn is Released
31754,1261.88,"Earn and Van's baby girl, Lottie, makes noises from the back seat., singing the Itsy Bitsy Spider. Earn turns around to look at her. Van purses her lips.",Van is upset and angry with Earn.,"Earn, Van",no,,,outdoor,Jail parking lot,Earn is Released
31850,1265.72,Earn greets Lottie. Lottie squirms in her car seat and makes noises.,,Lottie,no,"Hey, mama!",Earn,outdoor,Jail parking lot,Earn is Released
31967,1270.4,Van slowly turns to look at Earn.,Van is upset and angry with Earn.,"Van, Earn",no,,,outdoor,Jail parking lot,Earn is Released
32011,1272.16,"Earn turns to look at Van, quickly glances at Lottie, and says the child will not remember picking him up from jail.",Earn is trying to make light of the situation.,"Earn, Van",no,She won't remember this.,Earn,outdoor,Jail parking lot,Earn is Released
32079,1274.88,"Van says nothing. Earn continues, imitating Lottie.",Van is upset and angry with Earn. Earn is trying to make light of the situation.,"Earn, Van",no,"It'll be like, hey, remember that time we had to pick up Daddy",Earn,outdoor,Jail parking lot,Earn is Released
32210,1280.12,Van smirks slightly. Earn continues imitating Lottie.,"Van is upset and angry with Earn, but less so. Earn is trying to make light of the situation.","Van, Earn",no,"from jail? Me neither cause I'm a baby, and",Earn,outdoor,Jail parking lot,Earn is Released
32299,1283.68,Earn continues imitating Lottie.,Van is upset and angry with Earn. Earn is trying to make light of the situation.,"Earn, Van",no,I don't remember anything and my brain isn't developed.,Earn,outdoor,Jail parking lot,Earn is Released
32400,1287.72,Van cuts Earn off and he stops talking.,Van is angry and upset with Earn. Earn stops trying to get back in her good graces.,"Earn, Van",no,"Shut up now. ""Okay.""","Van, Earn",outdoor,Jail parking lot,Earn is Released
32441,1289.36,"Van starts the car. Earn stares straight ahead, silently.",Earn is ashamed and knows Van is unhappy with him.,"Earn, Van",no,,,outdoor,Jail parking lot,Earn is Released
32586,1295.16,Van's car pulls away from the jail. Music begins playing. A police officer walks by and looks at the car.,,,yes,,,outdoor,Jail parking lot,Earn is Released
